period,daten,open_BTC_USD,volume_BTC_USD,open__GSPC,volume__GSPC,open__IXIC,volume__IXIC,open_JPM,volume_JPM,open_BAC,volume_BAC,open_WFC,volume_WFC,open_C,volume_C,open_GS,volume_GS,open_MS,volume_MS,open_USB,volume_USB,open_PNC,volume_PNC,open_TFC,volume_TFC,open_COF,volume_COF,open_FITB,volume_FITB,open_KEY,volume_KEY,open_RF,volume_RF,open_HBAN,volume_HBAN,open_MTB,volume_MTB,open_DFS,volume_DFS,open_FRC,volume_FRC,open_SIVB,volume_SIVB,open_ZION,volume_ZION,open_ALLY,volume_ALLY,month,day,banks_crisis,l_BTC,l_SP500,l_NQ,l_BTC_sh,l_SP500_sh,l_NQ_sh,id,av_banks,l_av_banks,l_av_banks_sh
16jan2023,16jan2023,20882.224609,26792494050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,0,9.9466534,,,-.0045518875,,,16,,,
17jan2023,17jan2023,21175.833984,24999983362,3999.280029,4235560000,11070,5138410000,141.169998,14292900,34.689999,56458400,43.84,25473900,49.860001,28193500,364.799988,14448300,95.900002,27914300,47.580002,10150000,163.130005,3608200,47.529999,10012800,103,3493400,34.619999,4747800,18.129999,10854600,22.370001,6397000,14.54,17971600,149.380005,1112600,106.300003,2442800,,,254.080002,898463,51.150002,1674600,27.059999,4467700,1,17,0,9.9606161,8.29387,9.3119936,.013962746,,,17,1769.1301,7.4782434,
18jan2023,18jan2023,21161.050781,30005625418,4002.25,4298710000,11170.950195,5288630000,138.919998,13392600,34.330002,54517800,43.959999,20278000,50.240002,18952000,348.320007,5585200,96.80000299999999,14134800,47.029999,8376700,152.490005,6677800,46.720001,7793400,103.349998,2670900,33.779999,8835100,17.860001,21140800,22.280001,8585400,14.41,16754200,149.020004,1264700,105.389999,4751000,,,258.959991,997496,50.549999,1804500,27,4656000,1,18,0,9.9599171,8.2946119,9.3210716,-.00069904327,.00074195862,.0090780258,18,1741.41,7.4624505,-.015792847
19jan2023,19jan2023,20686.746094,21152848261,3911.840088,3991500000,10890.400391,4660800000,135.320007,13303400,33.279999,42707100,42.91,18565300,48.650002,14869100,346.029999,3100400,94.610001,13457100,45.400002,9136600,150.5,5764300,46.110001,9714100,97.30999799999999,5115500,32.360001,10245300,17.030001,25026600,21.48,12621000,13.95,24312500,148.169998,3522100,95.55000299999999,8727600,,,246.050003,1576560,47.709999,1830200,26.120001,12431600,1,19,0,9.9372482,8.2717628,9.2956371,-.022668839,-.022849083,-.025434494,19,1688.54,7.4316196,-.03083086
20jan2023,20jan2023,21085.373047,28799154319,3909.040039,4013360000,10924.660156,5980110000,135.160004,13092500,33.299999,45004400,43.080002,23237200,49.68,19957300,349.869995,11247200,94.12999699999999,10785000,45.75,8030400,148.440002,4166500,47.82,9187900,99.05000299999999,4136700,33.630001,6921500,16.59,19077000,22.76,14212500,14.17,24914200,155.380005,2094400,101.910004,4965500,,,286.660004,3090876,49.849998,2453900,28.809999,33633300,1,20,0,9.9563351,8.2710466,9.2987776,.019086838,-.00071620941,.0031404495,20,1756.0402,7.4708166,.039196968
21jan2023,21jan2023,22677.427734,32442278429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,0,10.029125,,,.072790146,,,21,,,
22jan2023,22jan2023,22777.986328,24746386230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22,0,10.03355,,,.0044250488,,,22,,,
23jan2023,23jan2023,22721.087891,26518700512,3978.139893,3945210000,11171.94043,5997810000,135.119995,10487100,33.810001,33683300,43.939999,19692000,51.049999,18531200,341.670013,4915700,95.870003,8735300,46.68,8136000,155.220001,2433200,48.200001,7514100,104.290001,3567400,34.75,5919600,17.5,13967400,22.83,10372500,14.18,20103700,154.559998,1182500,106.419998,3631500,,,294.730011,1810326,51.599998,2942500,31.639999,12039300,1,23,0,10.031049,8.2885695,9.3211603,-.0025014877,,,23,1784.0601,7.4866471,
24jan2023,24jan2023,22929.626953,26405069715,4001.73999,3320430000,11302.929688,5670860000,136.419998,6945000,34.220001,26716700,44.91,13697200,51.419998,13303200,340,2372000,96.27999899999999,4801600,47.75,12459200,159.729996,1631600,51.259998,5204000,105.760002,3621400,35.5,6585800,18.07,9379100,22.99,7757900,14.76,11088500,154.940002,981400,109.25,2313300,,,294.640015,1053854,52.060001,3637800,32.5,6832200,1,24,0,10.040185,8.2944841,9.3328171,.0091362,.0059146881,.011656761,24,1802.46,7.4969077,.010260582
25jan2023,25jan2023,22639.267578,30685366709,3982.709961,3724020000,11146.530273,5485570000,138.050003,8967000,34.299999,28859700,44.049999,17285300,50.849998,20719000,344.75,1985200,94.87999699999999,5891000,46.91,12238500,157.220001,2227500,47.970001,5047500,104.940002,10490300,34.939999,5329500,17.74,13523500,22.76,6279600,14.61,13122500,154.210007,1010400,110.379997,3578500,,,282.899994,833787,50.82,2775900,30.860001,8352400,1,25,0,10.027441,8.2897177,9.3188839,-.01274395,-.0047664642,-.013933182,25,1783.1398,7.4861312,-.01077652
26jan2023,26jan2023,23108.955078,26357839322,4036.080078,3809590000,11458.400391,5732890000,139.419998,7487600,35.049999,30035500,45.529999,16724600,52.080002,22393300,351.730011,1919200,96.220001,6085100,49.68,8316100,161.020004,1397200,49.09,5506600,116.5,4884000,36,5715200,18.469999,14184200,23.049999,5572300,14.89,11508700,156.820007,892000,115.489998,3146100,,,300,666697,52.610001,1355600,32.790001,6192600,1,26,0,10.047976,8.3030291,9.3464785,.020534515,.013311386,.027594566,26,1846.4401,7.5210147,.034883499
27jan2023,27jan2023,23030.716797,25383335641,4053.719971,3907760000,11470.469727,6243800000,140.610001,7489900,35.439999,29964900,45.810001,18161800,51.959999,18294000,351.950012,2427400,96.410004,7990800,48.619999,6568200,161.990005,2046900,48.91,4150500,117.32,3612200,35.98,3644200,18.73,18064100,23.25,5107300,14.92,11921800,154.830002,849100,115.690002,2438900,,,293.630005,664906,52.200001,1709300,32.5,4868300,1,27,0,10.044584,8.3073902,9.3475313,-.0033912659,.0043611526,.0010528564,27,1840.7499,7.5179281,-.0030865669
28jan2023,28jan2023,23079.964844,14712928379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,0,10.046721,,,.0021362305,,,28,,,
29jan2023,29jan2023,23031.449219,27423687259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,0,10.044616,,,-.0021047592,,,29,,,
30jan2023,30jan2023,23774.648438,27205595568,4049.27002,3802000000,11512.339844,5122320000,139.229996,6729300,35.209999,27353500,45.91,19427400,51.439999,11126200,353.290009,3184500,95.02999899999999,5870100,48.57,5943200,162.190002,1947100,48.400002,4868800,116.440002,4310700,35.790001,3918700,18.82,9953500,23.24,5910800,14.94,9499000,153.919998,1143500,116.300003,2365100,,,295.920013,634982,53.07,1212100,31.889999,4744500,1,30,0,10.076375,8.3062916,9.3511744,.031759262,,,30,1839.6001,7.5173035,
31jan2023,31jan2023,22840.796875,22837828665,4020.850098,4679320000,11398.580078,5695150000,139.880005,9188700,35.169998,38917400,46.32,22840400,51.860001,34823400,359.160004,2311500,96.29000099999999,7182100,48.84,7714000,163,2295100,48.259998,5962200,116.07,4298500,35.880001,11324700,18.780001,17879100,23.27,7184100,14.83,29536400,153.789993,1384600,114.779999,2206800,,,293.959991,738529,52.27,1020700,31.42,5112300,1,31,0,10.036304,8.2992487,9.3412437,-.040071487,-.0070428848,-.0099306107,31,1843.8301,7.5196004,.0022969246
01feb2023,01feb2023,23137.835938,26683255504,4070.070068,4856930000,11573.139648,6336040000,138.210007,8841800,35.200001,44438700,46.66,21874600,51.540001,22111900,359.100006,2889400,96.949997,9815200,49.240002,7611100,163.850006,1844200,48.950001,8539100,113,6732300,35.799999,5609300,18.98,22524900,23.33,8606400,15,16821200,153.970001,2280200,112.949997,3899100,,,300.690002,1177025,52.869999,1329800,31.879999,8290200,2,1,0,10.049225,8.3114157,9.3564425,.012921333,.012166977,.015198708,32,1848.1698,7.5219512,
02feb2023,02feb2023,23720.824219,32066936882,4158.680176,5624360000,12065.150391,7038210000,140,11822100,36.099998,33729100,47.32,19058000,52.580002,22331700,368,2619600,98.87999699999999,11118900,49.470001,6819800,165.5,1930100,50.049999,6484800,118.199997,5893500,37.060001,6805900,19.940001,22094200,23.91,6070600,15.3,16912900,155.479996,1713700,116.639999,3374900,,,322.970001,2127346,53.93,1098200,34.18,10466600,2,2,0,10.074108,8.3329535,9.3980761,.02488327,.021537781,.041633606,33,1905.5101,7.552505,.030553818
03feb2023,03feb2023,23469.412109,27083066007,4136.689941,4694510000,11946.860352,5954490000,138.179993,11501200,36.02,37411700,47,17346900,51.02,20050600,365.619995,2243100,98.239998,6948600,48.82,6579400,164.699997,1507700,49.790001,6504900,118.790001,3205700,37.419998,4966600,19.85,11609000,23.84,6160700,15.4,12975700,155.470001,2265700,116.269997,2387100,,,320.769989,903745,53.619999,913000,34.290001,4617800,2,3,0,10.063454,8.327651,9.3882236,-.010654449,-.0053024292,-.0098524094,34,1895.11,7.5470324,-.0054726601
04feb2023,04feb2023,23446.320313,15639298538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,10.062469,,,-.00098514557,,,35,,,
05feb2023,05feb2023,23332.248047,19564262605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,10.057591,,,-.0048770905,,,36,,,
06feb2023,06feb2023,22954.021484,23825006542,4119.569824,4114240000,11904.410156,5538350000,140.229996,8406200,36.25,29463200,47.259998,15948900,50.400002,16152000,369,1816200,98.449997,4737700,48.939999,4997600,164.070007,1567600,49.91,4637100,119.620003,2541900,37.349998,3962400,19.799999,9251700,23.85,6406100,15.36,9788000,158.509995,1347000,118.129997,2278700,,,316.399994,607808,54.02,1114900,34.099998,7026900,2,6,0,10.041248,8.3235044,9.3846645,-.016343117,,,37,1901.65,7.550477,
07feb2023,07feb2023,22757.267578,27187964471,4105.350098,4355860000,11891.25,5720240000,141.380005,10447900,36.169998,44100200,47.439999,21764800,50.75,14361000,368.170013,2205500,98.76999699999999,5060700,48.66,5809100,162.449997,3890900,49.25,6181900,117.550003,2953500,37.240002,5427500,19.629999,10949900,23.57,6651400,15.34,12364900,157.039993,1186100,116.580002,1954400,,,312.890015,568606,53.860001,1059200,33.279999,5161200,2,7,0,10.03264,8.3200464,9.3835583,-.0086088181,-.0034580231,-.0011062622,38,1890.0199,7.5443425,-.00613451
08feb2023,08feb2023,23263.416016,25371367758,4153.470214999999,4029820000,12069.120117,5052870000,142.649994,6958000,36.41,28032800,47.700001,18070500,50.77,13242300,372.920013,1893200,98.31999999999999,4705200,49.130001,5810000,161.059998,1929500,49.330002,4541300,118.519997,2322100,37.380001,4917000,19.780001,6231500,23.6,14767000,15.45,9641100,158.839996,1053500,115.510002,1942000,,,322.850006,500533,54.259998,2629700,34.02,4962800,2,8,0,10.054637,8.3316994,9.3984051,.021997452,.011652946,.014846802,39,1908.5,7.5540729,.0097303391
09feb2023,09feb2023,22946.566406,32572572185,4144.25,4270200000,12069.099609,5536290000,143.119995,6443100,36.27,35257100,48.470001,17362100,51.349998,16794900,377.040009,2052500,99.220001,4983800,49.389999,5870500,162.350006,1637300,49.07,4139800,117.699997,2180300,37.82,3458200,19.889999,6559200,23.92,6677700,15.5,10169100,159.110001,1602100,116.419998,2257000,,,324.929993,746111,53.68,1376900,33.560001,5137900,2,9,0,10.040923,8.3294773,9.3984041,-.013713837,-.0022220612,-9.5367432e-07,40,1918.8102,7.5594606,.0053877831
10feb2023,10feb2023,21819.005859,27078406594,4068.919922,3891520000,11714.599609,4885030000,139.779999,6582900,35.549999,32898900,47.41,18929000,49.82,16519900,367,1933400,97.589996,5224900,48.599998,5357300,158.210007,1863700,47.799999,5356000,115,1666600,37.09,3994500,19.440001,7777400,23.4,5951900,15.21,7695800,157.070007,841300,114.370003,2013200,,,310.579987,604985,52.389999,1084500,32.48,2919800,2,10,0,9.9905367,8.3111324,9.3685913,-.050386429,-.018344879,-.029812813,41,1868.7898,7.5330462,-.026414394
11feb2023,11feb2023,21651.841797,16356226232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,9.9828463,,,-.0076904297,,,42,,,
12feb2023,12feb2023,21870.902344,17821046406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,9.9929123,,,.010066032,,,43,,,
13feb2023,13feb2023,21787,23918742607,4096.620116999999,3448620000,11759.089844,4752880000,141.300003,7134600,35.48,29163900,47.34,16451700,49.990002,11626900,369.089996,1570600,98.459999,4910300,48.669998,4906200,159.029999,1227800,48.380001,4796000,114.970001,2157400,37,2689100,19.370001,6485300,23.610001,6449700,15.17,8589100,158.639999,1185800,115.010002,1173100,,,308.700012,558686,52.439999,1241600,32.310001,4625400,2,13,0,9.989069,8.3179178,9.3723822,-.0038433075,,,44,1874.96,7.5363426,
14feb2023,14feb2023,21801.822266,26792596581,4126.700194999999,3929200000,11808.200195,5032430000,142.5,9249400,35.630001,33625200,47.93,16844400,50.93,16283300,373.940002,2155500,99.05000299999999,7679500,49.099998,4889500,160.360001,1122100,48.91,4131900,116.440002,2831100,37.419998,3047100,19.58,10256400,23.879999,5391900,15.36,9903900,161,1068200,115.720001,2129200,,,309.799988,641970,52.830002,1189700,32.939999,6565200,2,14,0,9.989749,8.3252335,9.3765497,.00067996979,.0073156357,.0041675568,45,1893.3198,7.5460873,.0097446442
15feb2023,15feb2023,22220.585938,32483312909,4119.5,4075980000,11905.120117,5056640000,141.610001,6728300,35.32,23500100,47.919998,12854000,50.84,9216600,368.73999,1687200,99.510002,6464200,48.849998,4227900,159.490005,1813100,48.380001,2771800,113.760002,2097200,36.869999,2656800,19.07,7403600,23.65,5275400,15.22,8182600,159.410004,743900,114.32,1783000,,,308.959991,477471,51.91,951500,32.369999,4573400,2,15,0,10.008775,8.3234873,9.3847237,.019025803,-.0017461777,.0081739426,46,1876.1998,7.5370035,-.0090837479
16feb2023,16feb2023,24307.349609,39316664596,4114.75,4143660000,11896.30957,5159410000,142.910004,8165300,35.419998,22681100,47.599998,12631700,51.349998,9398000,370.75,1947800,99.77999899999999,6051800,48.790001,4900000,158.520004,1781700,48.209999,4783800,112.900002,2284400,36.669998,3508900,19.059999,7485800,23.639999,6166100,15.27,8596400,159.369995,851600,113.919998,2081000,,,308.369995,450039,51.650002,935000,31.58,5062400,2,16,0,10.098534,8.3223333,9.3839836,.089758873,-.0011539459,-.00074005127,47,1875.7603,7.5367694,-.00023412704
17feb2023,17feb2023,23621.283203,41358451255,4077.389893,4045480000,11777.5,4925230000,140.979996,7948800,35.080002,28562700,47.09,13463800,51.259998,12297700,368.049988,1857300,98.900002,8133000,48.419998,5191900,158,1797100,48,4333600,110.889999,2651600,36.580002,3003300,19.030001,8214600,23.6,5687800,15.37,12383900,159.779999,1298900,110.889999,1909700,,,298.429993,1338677,51.279999,1120200,31.200001,4377200,2,17,0,10.069903,8.3132124,9.3739462,-.028630257,-.0091209412,-.010037422,48,1852.8301,7.5244694,-.012300014
18feb2023,18feb2023,24565.296875,19625427158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,0,10.10909,,,.039186478,,,49,,,
19feb2023,19feb2023,24640.027344,25555105670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,0,10.112127,,,.0030374527,,,50,,,
20feb2023,20feb2023,24336.623047,28987376573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,0,10.099737,,,-.012390137,,,51,,,
21feb2023,21feb2023,24833.048828,31252098714,4052.350098,4121590000,11640.370117,5002540000,140.690002,9996300,34.91,37068900,47.07,13652700,50.740002,22899200,366.720001,2403000,98.459999,6556000,48.200001,5793100,156.860001,1843200,48.02,4834300,110.339996,3325300,36.529999,4290800,18.85,10471200,23.540001,7654400,15.34,10887700,159.149994,1825700,109.949997,2131800,,,287.25,586270,50.779999,1364900,30.49,4792900,2,21,0,10.11993,8.3070526,9.3622341,.0201931,,,52,1833.89,7.5141945,
22feb2023,22feb2023,24437.417969,30199996781,4001.830078,4079320000,11517.200195,4671270000,138.919998,11107500,34.360001,38550400,45.950001,13402900,49.889999,14431500,361.630005,2203800,97.370003,5072400,47.700001,4583300,155.240005,2630700,47.169998,5716900,108.57,2120200,36.169998,3799600,18.41,12225400,23.030001,7211100,15.01,15023100,156,1671400,108.989998,1719300,,,285.470001,855058,49.700001,1301100,29.860001,4799700,2,22,0,10.10387,8.294507,9.3515968,-.016059875,-.012545586,-.010637283,53,1809.4399,7.5007725,-.013422012
23feb2023,23feb2023,24190.71875,30476264066,4018.600098,3952940000,11636.929688,4714580000,138.729996,8068000,34.400002,28488000,46.119999,14783600,50.34,12550700,363.200012,1931400,97.87999699999999,5916100,47.869999,4319300,157.869995,3004000,47.490002,7263600,109.580002,2030800,36.150002,4656900,18.370001,10810100,23.049999,6991100,15.01,9539600,155.690002,995700,109.769997,1589500,,,290.589996,619173,49.66,1327400,30.34,3533200,2,23,0,10.093724,8.2986889,9.3619385,-.010146141,.0041818619,.010341644,54,1822.11,7.5077505,.006978035
